base_year_month,time_type,user_type,age_range,use_amount_by_million
201812,오후,내국인,50대,3453
201812,오후,내국인,60대,1632
201812,오후,내국인,70대 이상,404
201812,오후,제주도민,19세 이하,37
201812,오후,제주도민,20대,1144
201812,오후,제주도민,30대,2926
201812,오후,제주도민,40대,5437
201812,오후,제주도민,50대,5499
201812,오후,제주도민,60대,3221
201812,오후,제주도민,70대 이상,1317
201812,저녁,내국인,19세 이하,16
201812,저녁,내국인,20대,1936
201812,저녁,내국인,30대,3090
201812,저녁,내국인,40대,3378
201812,저녁,내국인,50대,3124
201812,저녁,내국인,60대,1249
201812,저녁,내국인,70대 이상,268
201812,저녁,제주도민,19세 이하,46
201812,저녁,제주도민,20대,1929
201812,저녁,제주도민,30대,3816
201812,저녁,제주도민,40대,6483
201812,저녁,제주도민,50대,6130
201812,저녁,제주도민,60대,2645
201812,저녁,제주도민,70대 이상,611
201812,점심,내국인,19세 이하,9
201812,점심,내국인,20대,1344
201812,점심,내국인,30대,2270
201812,점심,내국인,40대,2484
201812,점심,내국인,50대,2400
201812,점심,내국인,60대,1212
201812,점심,내국인,70대 이상,341
201812,점심,제주도민,19세 이하,13
201812,점심,제주도민,20대,781
201812,점심,제주도민,30대,2106
201812,점심,제주도민,40대,3891
201812,점심,제주도민,50대,3954
201812,점심,제주도민,60대,2445
201812,점심,제주도민,70대 이상,1188
201901,밤,내국인,19세 이하,8
201901,밤,내국인,20대,710
201901,밤,내국인,30대,932
201901,밤,내국인,40대,1123
201901,밤,내국인,50대,929
201901,밤,내국인,60대,275
201901,밤,내국인,70대 이상,49
201901,밤,제주도민,19세 이하,15
201901,밤,제주도민,20대,1138
201901,밤,제주도민,30대,1500
201901,밤,제주도민,40대,2413
201901,밤,제주도민,50대,1987
201901,밤,제주도민,60대,560
201901,밤,제주도민,70대 이상,93
201901,오전,내국인,19세 이하,7
201901,오전,내국인,20대,770
201901,오전,내국인,30대,1332
201901,오전,내국인,40대,1832
201901,오전,내국인,50대,1749
201901,오전,내국인,60대,738
201901,오전,내국인,70대 이상,177
201901,오전,제주도민,19세 이하,6
201901,오전,제주도민,20대,353
201901,오전,제주도민,30대,998
201901,오전,제주도민,40대,1933
201901,오전,제주도민,50대,2175
201901,오전,제주도민,60대,1330
201901,오전,제주도민,70대 이상,555
201901,오후,내국인,19세 이하,33
201901,오후,내국인,20대,2226
201901,오후,내국인,30대,3218
201901,오후,내국인,40대,4171
201901,오후,내국인,50대,3788
201901,오후,내국인,60대,1588
201901,오후,내국인,70대 이상,380
201901,오후,제주도민,19세 이하,40
201901,오후,제주도민,20대,1095
201901,오후,제주도민,30대,2803
201901,오후,제주도민,40대,5200
201901,오후,제주도민,50대,5244
201901,오후,제주도민,60대,3108
201901,오후,제주도민,70대 이상,1214
201901,저녁,내국인,19세 이하,28
201901,저녁,내국인,20대,2249
201901,저녁,내국인,30대,3041
201901,저녁,내국인,40대,3815
201901,저녁,내국인,50대,3446
201901,저녁,내국인,60대,1222
201901,저녁,내국인,70대 이상,269
201901,저녁,제주도민,19세 이하,42
201901,저녁,제주도민,20대,1838
201901,저녁,제주도민,30대,3707
201901,저녁,제주도민,40대,6242
201901,저녁,제주도민,50대,5824
201901,저녁,제주도민,60대,2345
201901,저녁,제주도민,70대 이상,547
201901,점심,내국인,19세 이하,19
201901,점심,내국인,20대,1556
201901,점심,내국인,30대,2365
201901,점심,내국인,40대,2986
201901,점심,내국인,50대,2674
201901,점심,내국인,60대,1167
201901,점심,내국인,70대 이상,331
201901,점심,제주도민,19세 이하,21
201901,점심,제주도민,20대,767
201901,점심,제주도민,30대,2110
201901,점심,제주도민,40대,3913
201901,점심,제주도민,50대,3980
201901,점심,제주도민,60대,2275
201901,점심,제주도민,70대 이상,1028
201902,밤,내국인,19세 이하,5
201902,밤,내국인,20대,692
201902,밤,내국인,30대,806
201902,밤,내국인,40대,949
201902,밤,내국인,50대,719
201902,밤,내국인,60대,216
201902,밤,내국인,70대 이상,39
201902,밤,제주도민,19세 이하,20
201902,밤,제주도민,20대,1066
201902,밤,제주도민,30대,1396
201902,밤,제주도민,40대,2185
201902,밤,제주도민,50대,1779
201902,밤,제주도민,60대,491
201902,밤,제주도민,70대 이상,86
201902,오전,내국인,19세 이하,7
201902,오전,내국인,20대,765
201902,오전,내국인,30대,1203
201902,오전,내국인,40대,1619
201902,오전,내국인,50대,1511
201902,오전,내국인,60대,604
201902,오전,내국인,70대 이상,158
201902,오전,제주도민,19세 이하,7
201902,오전,제주도민,20대,351
201902,오전,제주도민,30대,889
201902,오전,제주도민,40대,1793
201902,오전,제주도민,50대,2015
201902,오전,제주도민,60대,1181
201902,오전,제주도민,70대 이상,535
201902,오후,내국인,19세 이하,27
201902,오후,내국인,20대,2137
201902,오후,내국인,30대,2929
201902,오후,내국인,40대,3617
201902,오후,내국인,50대,3145
201902,오후,내국인,60대,1402
201902,오후,내국인,70대 이상,402
201902,오후,제주도민,19세 이하,45
201902,오후,제주도민,20대,1143
201902,오후,제주도민,30대,2620
201902,오후,제주도민,40대,4862
201902,오후,제주도민,50대,4785
201902,오후,제주도민,60대,2621
201902,오후,제주도민,70대 이상,1019
201902,저녁,내국인,19세 이하,27
201902,저녁,내국인,20대,2278
201902,저녁,내국인,30대,2759
201902,저녁,내국인,40대,3470
201902,저녁,내국인,50대,3004
201902,저녁,내국인,60대,1055
201902,저녁,내국인,70대 이상,244
201902,저녁,제주도민,19세 이하,49
201902,저녁,제주도민,20대,1737
201902,저녁,제주도민,30대,3269
201902,저녁,제주도민,40대,5382
201902,저녁,제주도민,50대,5147
201902,저녁,제주도민,60대,2020
201902,저녁,제주도민,70대 이상,488
201902,점심,내국인,19세 이하,16
201902,점심,내국인,20대,1577
201902,점심,내국인,30대,2142
201902,점심,내국인,40대,2588
201902,점심,내국인,50대,2300
201902,점심,내국인,60대,1041
201902,점심,내국인,70대 이상,304
201902,점심,제주도민,19세 이하,23
201902,점심,제주도민,20대,743
201902,점심,제주도민,30대,1935
201902,점심,제주도민,40대,3575
201902,점심,제주도민,50대,3664
201902,점심,제주도민,60대,2025
201902,점심,제주도민,70대 이상,897
201903,밤,내국인,19세 이하,5
201903,밤,내국인,20대,617
201903,밤,내국인,30대,978
201903,밤,내국인,40대,1080
201903,밤,내국인,50대,919
201903,밤,내국인,60대,284
201903,밤,내국인,70대 이상,58
201903,밤,제주도민,19세 이하,18
201903,밤,제주도민,20대,1084
201903,밤,제주도민,30대,1461
201903,밤,제주도민,40대,2401
201903,밤,제주도민,50대,1938
201903,밤,제주도민,60대,541
201903,밤,제주도민,70대 이상,92
201903,오전,내국인,19세 이하,11
201903,오전,내국인,20대,752
201903,오전,내국인,30대,1524
201903,오전,내국인,40대,1683
201903,오전,내국인,50대,1779
201903,오전,내국인,60대,1016
201903,오전,내국인,70대 이상,289
201903,오전,제주도민,19세 이하,10
201903,오전,제주도민,20대,376
201903,오전,제주도민,30대,1029
201903,오전,제주도민,40대,2022
201903,오전,제주도민,50대,2303
201903,오전,제주도민,60대,1319
201903,오전,제주도민,70대 이상,558
201903,오후,내국인,19세 이하,33
201903,오후,내국인,20대,1887
201903,오후,내국인,30대,3438
201903,오후,내국인,40대,3387
201903,오후,내국인,50대,3503
201903,오후,내국인,60대,1789
201903,오후,내국인,70대 이상,454
201903,오후,제주도민,19세 이하,47
201903,오후,제주도민,20대,1142
201903,오후,제주도민,30대,2848
201903,오후,제주도민,40대,5046
201903,오후,제주도민,50대,4856
201903,오후,제주도민,60대,2713
201903,오후,제주도민,70대 이상,1024
201903,저녁,내국인,19세 이하,22
201903,저녁,내국인,20대,2046
201903,저녁,내국인,30대,3348
201903,저녁,내국인,40대,3276
201903,저녁,내국인,50대,3793
201903,저녁,내국인,60대,1487
201903,저녁,내국인,70대 이상,319
201903,저녁,제주도민,19세 이하,59
201903,저녁,제주도민,20대,1880
201903,저녁,제주도민,30대,3635
201903,저녁,제주도민,40대,6104
201903,저녁,제주도민,50대,5542
201903,저녁,제주도민,60대,2389
201903,저녁,제주도민,70대 이상,553
201903,점심,내국인,19세 이하,20
201903,점심,내국인,20대,1461
201903,점심,내국인,30대,2616
201903,점심,내국인,40대,2534
201903,점심,내국인,50대,2631
201903,점심,내국인,60대,1433
201903,점심,내국인,70대 이상,452
201903,점심,제주도민,19세 이하,20
201903,점심,제주도민,20대,886
201903,점심,제주도민,30대,2170
201903,점심,제주도민,40대,3761
201903,점심,제주도민,50대,3734
201903,점심,제주도민,60대,2182
201903,점심,제주도민,70대 이상,922
201904,밤,내국인,19세 이하,8
201904,밤,내국인,20대,650
201904,밤,내국인,30대,972
201904,밤,내국인,40대,1090
201904,밤,내국인,50대,946
201904,밤,내국인,60대,324
201904,밤,내국인,70대 이상,60
201904,밤,제주도민,19세 이하,21
201904,밤,제주도민,20대,1051
201904,밤,제주도민,30대,1386
201904,밤,제주도민,40대,2297
201904,밤,제주도민,50대,1875
201904,밤,제주도민,60대,538
201904,밤,제주도민,70대 이상,80
201904,오전,내국인,19세 이하,27
201904,오전,내국인,20대,743
201904,오전,내국인,30대,1712
201904,오전,내국인,40대,1967
201904,오전,내국인,50대,2123
201904,오전,내국인,60대,1190
201904,오전,내국인,70대 이상,334
201904,오전,제주도민,19세 이하,10
201904,오전,제주도민,20대,375
201904,오전,제주도민,30대,1090
201904,오전,제주도민,40대,2074
201904,오전,제주도민,50대,2368
201904,오전,제주도민,60대,1338
201904,오전,제주도민,70대 이상,540
201904,오후,내국인,19세 이하,71
201904,오후,내국인,20대,1708
201904,오후,내국인,30대,3529
201904,오후,내국인,40대,3679
201904,오후,내국인,50대,3737
201904,오후,내국인,60대,2001
201904,오후,내국인,70대 이상,513
201904,오후,제주도민,19세 이하,44
201904,오후,제주도민,20대,1098
201904,오후,제주도민,30대,2720
201904,오후,제주도민,40대,4926
201904,오후,제주도민,50대,4642
201904,오후,제주도민,60대,2613
201904,오후,제주도민,70대 이상,1009
201904,저녁,내국인,19세 이하,37
201904,저녁,내국인,20대,1974
201904,저녁,내국인,30대,3561
201904,저녁,내국인,40대,3631
201904,저녁,내국인,50대,3691
201904,저녁,내국인,60대,1735
201904,저녁,내국인,70대 이상,358
201904,저녁,제주도민,19세 이하,66
201904,저녁,제주도민,20대,1823
201904,저녁,제주도민,30대,3616
201904,저녁,제주도민,40대,5977
201904,저녁,제주도민,50대,5706
201904,저녁,제주도민,60대,2317
201904,저녁,제주도민,70대 이상,555
201904,점심,내국인,19세 이하,47
201904,점심,내국인,20대,1352
201904,점심,내국인,30대,2740
201904,점심,내국인,40대,2726
201904,점심,내국인,50대,2772
201904,점심,내국인,60대,1686
201904,점심,내국인,70대 이상,489
201904,점심,제주도민,19세 이하,19
201904,점심,제주도민,20대,852
201904,점심,제주도민,30대,2110
201904,점심,제주도민,40대,3687
201904,점심,제주도민,50대,3649
201904,점심,제주도민,60대,2081
201904,점심,제주도민,70대 이상,889
201905,밤,내국인,19세 이하,14
201905,밤,내국인,20대,740
201905,밤,내국인,30대,1028
201905,밤,내국인,40대,1170
201905,밤,내국인,50대,1017
201905,밤,내국인,60대,331
201905,밤,내국인,70대 이상,58
201905,밤,제주도민,19세 이하,26
201905,밤,제주도민,20대,1179
201905,밤,제주도민,30대,1525
201905,밤,제주도민,40대,2398
201905,밤,제주도민,50대,1992
201905,밤,제주도민,60대,583
201905,밤,제주도민,70대 이상,94
201905,오전,내국인,19세 이하,40
201905,오전,내국인,20대,832
201905,오전,내국인,30대,1795
201905,오전,내국인,40대,2114
201905,오전,내국인,50대,2023
201905,오전,내국인,60대,1072
201905,오전,내국인,70대 이상,320
201905,오전,제주도민,19세 이하,13
201905,오전,제주도민,20대,423
201905,오전,제주도민,30대,1158
201905,오전,제주도민,40대,2209
201905,오전,제주도민,50대,2383
201905,오전,제주도민,60대,1417
201905,오전,제주도민,70대 이상,518
201905,오후,내국인,19세 이하,121
201905,오후,내국인,20대,1907
201905,오후,내국인,30대,3783
201905,오후,내국인,40대,3996
201905,오후,내국인,50대,3715
201905,오후,내국인,60대,1903
201905,오후,내국인,70대 이상,506
201905,오후,제주도민,19세 이하,56
201905,오후,제주도민,20대,1198
201905,오후,제주도민,30대,2980
201905,오후,제주도민,40대,5259
201905,오후,제주도민,50대,4907
201905,오후,제주도민,60대,2709
201905,오후,제주도민,70대 이상,950
201905,저녁,내국인,19세 이하,63
201905,저녁,내국인,20대,2191
201905,저녁,내국인,30대,3846
201905,저녁,내국인,40대,4071
201905,저녁,내국인,50대,3726
201905,저녁,내국인,60대,1699
201905,저녁,내국인,70대 이상,384
201905,저녁,제주도민,19세 이하,78
201905,저녁,제주도민,20대,2035
201905,저녁,제주도민,30대,4004
201905,저녁,제주도민,40대,6641
201905,저녁,제주도민,50대,6067
201905,저녁,제주도민,60대,2487
201905,저녁,제주도민,70대 이상,603
201905,점심,내국인,19세 이하,71
201905,점심,내국인,20대,1515
201905,점심,내국인,30대,2915
201905,점심,내국인,40대,3116
201905,점심,내국인,50대,2815
201905,점심,내국인,60대,1591
201905,점심,내국인,70대 이상,484
201905,점심,제주도민,19세 이하,24
201905,점심,제주도민,20대,939
201905,점심,제주도민,30대,2343
201905,점심,제주도민,40대,4041
201905,점심,제주도민,50대,3893
201905,점심,제주도민,60대,2197
201905,점심,제주도민,70대 이상,853
201906,밤,내국인,19세 이하,8
201906,밤,내국인,20대,893
201906,밤,내국인,30대,1143
201906,밤,내국인,40대,1247
201906,밤,내국인,50대,1003
201906,밤,내국인,60대,309
201906,밤,내국인,70대 이상,57
201906,밤,제주도민,19세 이하,30
201906,밤,제주도민,20대,1198
201906,밤,제주도민,30대,1486
201906,밤,제주도민,40대,2416
201906,밤,제주도민,50대,2036
201906,밤,제주도민,60대,553
201906,밤,제주도민,70대 이상,97
201906,오전,내국인,19세 이하,14
201906,오전,내국인,20대,895
201906,오전,내국인,30대,1819
201906,오전,내국인,40대,2060
201906,오전,내국인,50대,1819
201906,오전,내국인,60대,925
201906,오전,내국인,70대 이상,299
201906,오전,제주도민,19세 이하,12
201906,오전,제주도민,20대,391
201906,오전,제주도민,30대,1066
201906,오전,제주도민,40대,2081
201906,오전,제주도민,50대,2201
201906,오전,제주도민,60대,1306
201906,오전,제주도민,70대 이상,496
201906,오후,내국인,19세 이하,43
201906,오후,내국인,20대,2269
201906,오후,내국인,30대,3957
201906,오후,내국인,40대,3981
201906,오후,내국인,50대,3337
201906,오후,내국인,60대,1696
201906,오후,내국인,70대 이상,430
201906,오후,제주도민,19세 이하,52
201906,오후,제주도민,20대,1178
201906,오후,제주도민,30대,2740
201906,오후,제주도민,40대,4832
201906,오후,제주도민,50대,4521
201906,오후,제주도민,60대,2480
201906,오후,제주도민,70대 이상,856
201906,저녁,내국인,19세 이하,26
201906,저녁,내국인,20대,2551
201906,저녁,내국인,30대,4000
201906,저녁,내국인,40대,4036
201906,저녁,내국인,50대,3432
201906,저녁,내국인,60대,1536
201906,저녁,내국인,70대 이상,361
201906,저녁,제주도민,19세 이하,75
201906,저녁,제주도민,20대,1946
201906,저녁,제주도민,30대,3626
201906,저녁,제주도민,40대,6158
201906,저녁,제주도민,50대,5656
201906,저녁,제주도민,60대,2433
201906,저녁,제주도민,70대 이상,584
201906,점심,내국인,19세 이하,29
201906,점심,내국인,20대,1748
201906,점심,내국인,30대,3053
201906,점심,내국인,40대,3037
201906,점심,내국인,50대,2568
201906,점심,내국인,60대,1355
201906,점심,내국인,70대 이상,387
201906,점심,제주도민,19세 이하,22
201906,점심,제주도민,20대,913
201906,점심,제주도민,30대,2154
201906,점심,제주도민,40대,3803
201906,점심,제주도민,50대,3743
201906,점심,제주도민,60대,2073
201906,점심,제주도민,70대 이상,844
201907,밤,내국인,19세 이하,15
201907,밤,내국인,20대,1079
201907,밤,내국인,30대,1204
201907,밤,내국인,40대,1300
201907,밤,내국인,50대,1083
201907,밤,내국인,60대,289
201907,밤,내국인,70대 이상,62
201907,밤,제주도민,19세 이하,32
201907,밤,제주도민,20대,1277
201907,밤,제주도민,30대,1534
201907,밤,제주도민,40대,2460
201907,밤,제주도민,50대,1995
201907,밤,제주도민,60대,570
201907,밤,제주도민,70대 이상,95
201907,오전,내국인,19세 이하,13
201907,오전,내국인,20대,1083
201907,오전,내국인,30대,1728
201907,오전,내국인,40대,2101
201907,오전,내국인,50대,1563
201907,오전,내국인,60대,728
201907,오전,내국인,70대 이상,211
201907,오전,제주도민,19세 이하,12
201907,오전,제주도민,20대,420
201907,오전,제주도민,30대,1143
201907,오전,제주도민,40대,2081
201907,오전,제주도민,50대,2116
201907,오전,제주도민,60대,1210
201907,오전,제주도민,70대 이상,495
201907,오후,내국인,19세 이하,39
201907,오후,내국인,20대,2926
201907,오후,내국인,30대,4054
201907,오후,내국인,40대,4385
201907,오후,내국인,50대,3151
201907,오후,내국인,60대,1393
201907,오후,내국인,70대 이상,399
201907,오후,제주도민,19세 이하,69
201907,오후,제주도민,20대,1195
201907,오후,제주도민,30대,2864
201907,오후,제주도민,40대,4963
201907,오후,제주도민,50대,4651
201907,오후,제주도민,60대,2462
201907,오후,제주도민,70대 이상,874
201907,저녁,내국인,19세 이하,32
201907,저녁,내국인,20대,3147
201907,저녁,내국인,30대,3956
201907,저녁,내국인,40대,4315
201907,저녁,내국인,50대,3147
201907,저녁,내국인,60대,1227
201907,저녁,내국인,70대 이상,314
201907,저녁,제주도민,19세 이하,77
201907,저녁,제주도민,20대,2045
201907,저녁,제주도민,30대,3801
201907,저녁,제주도민,40대,6269
201907,저녁,제주도민,50대,5730
201907,저녁,제주도민,60대,2318
201907,저녁,제주도민,70대 이상,594
201907,점심,내국인,19세 이하,21
201907,점심,내국인,20대,2254
201907,점심,내국인,30대,3136
201907,점심,내국인,40대,3394
201907,점심,내국인,50대,2498
201907,점심,내국인,60대,1149
201907,점심,내국인,70대 이상,360
201907,점심,제주도민,19세 이하,32
201907,점심,제주도민,20대,902
201907,점심,제주도민,30대,2286
201907,점심,제주도민,40대,3931
201907,점심,제주도민,50대,3794
201907,점심,제주도민,60대,2046
201907,점심,제주도민,70대 이상,853
201908,밤,내국인,19세 이하,11
201908,밤,내국인,20대,1092
201908,밤,내국인,30대,1284
201908,밤,내국인,40대,1348
201908,밤,내국인,50대,992
201908,밤,내국인,60대,318
201908,밤,내국인,70대 이상,63
201908,밤,제주도민,19세 이하,33
201908,밤,제주도민,20대,1281
201908,밤,제주도민,30대,1599
201908,밤,제주도민,40대,2522
201908,밤,제주도민,50대,2077
201908,밤,제주도민,60대,607
201908,밤,제주도민,70대 이상,97
201908,오전,내국인,19세 이하,11
201908,오전,내국인,20대,1169
201908,오전,내국인,30대,2054
201908,오전,내국인,40대,2805
201908,오전,내국인,50대,1976
201908,오전,내국인,60대,898
201908,오전,내국인,70대 이상,236
201908,오전,제주도민,19세 이하,12
201908,오전,제주도민,20대,435
201908,오전,제주도민,30대,1210
201908,오전,제주도민,40대,2228
201908,오전,제주도민,50대,2330
201908,오전,제주도민,60대,1322
201908,오전,제주도민,70대 이상,584
201908,오후,내국인,19세 이하,30
201908,오후,내국인,20대,2968
201908,오후,내국인,30대,4699
201908,오후,내국인,40대,5358
201908,오후,내국인,50대,3743
201908,오후,내국인,60대,1631
201908,오후,내국인,70대 이상,461
201908,오후,제주도민,19세 이하,62
201908,오후,제주도민,20대,1222
201908,오후,제주도민,30대,2823
201908,오후,제주도민,40대,5036
201908,오후,제주도민,50대,4737
201908,오후,제주도민,60대,2635
201908,오후,제주도민,70대 이상,931
201908,저녁,내국인,19세 이하,28
201908,저녁,내국인,20대,3415
201908,저녁,내국인,30대,4803
201908,저녁,내국인,40대,5547
201908,저녁,내국인,50대,3810
201908,저녁,내국인,60대,1501
201908,저녁,내국인,70대 이상,353
201908,저녁,제주도민,19세 이하,75
201908,저녁,제주도민,20대,2079
201908,저녁,제주도민,30대,3902
201908,저녁,제주도민,40대,6548
201908,저녁,제주도민,50대,6026
201908,저녁,제주도민,60대,2457
201908,저녁,제주도민,70대 이상,649
201908,점심,내국인,19세 이하,21
201908,점심,내국인,20대,2395
201908,점심,내국인,30대,3722
201908,점심,내국인,40대,4143
201908,점심,내국인,50대,2915
201908,점심,내국인,60대,1353
201908,점심,내국인,70대 이상,409
201908,점심,제주도민,19세 이하,31
201908,점심,제주도민,20대,961
201908,점심,제주도민,30대,2294
201908,점심,제주도민,40대,4065
201908,점심,제주도민,50대,3895
201908,점심,제주도민,60대,2203
201908,점심,제주도민,70대 이상,880
201909,밤,내국인,19세 이하,6
201909,밤,내국인,20대,757
201909,밤,내국인,30대,970
201909,밤,내국인,40대,1034
201909,밤,내국인,50대,821
201909,밤,내국인,60대,264
201909,밤,내국인,70대 이상,47
201909,밤,제주도민,19세 이하,32
201909,밤,제주도민,20대,1242
201909,밤,제주도민,30대,1453
201909,밤,제주도민,40대,2282
201909,밤,제주도민,50대,1848
201909,밤,제주도민,60대,512
201909,밤,제주도민,70대 이상,94
201909,오전,내국인,19세 이하,14
201909,오전,내국인,20대,790
201909,오전,내국인,30대,1665
201909,오전,내국인,40대,1682
201909,오전,내국인,50대,1488
201909,오전,내국인,60대,842
201909,오전,내국인,70대 이상,231
201909,오전,제주도민,19세 이하,13
201909,오전,제주도민,20대,430
201909,오전,제주도민,30대,1067
201909,오전,제주도민,40대,2087
201909,오전,제주도민,50대,2262
201909,오전,제주도민,60대,1339
201909,오전,제주도민,70대 이상,580
201909,오후,내국인,19세 이하,44
201909,오후,내국인,20대,2027
201909,오후,내국인,30대,3674
201909,오후,내국인,40대,3407
201909,오후,내국인,50대,2808
201909,오후,내국인,60대,1483
201909,오후,내국인,70대 이상,397
201909,오후,제주도민,19세 이하,66
201909,오후,제주도민,20대,1214
201909,오후,제주도민,30대,2864
201909,오후,제주도민,40대,4904
201909,오후,제주도민,50대,4841
201909,오후,제주도민,60대,2675
201909,오후,제주도민,70대 이상,989
201909,저녁,내국인,19세 이하,23
201909,저녁,내국인,20대,2303
201909,저녁,내국인,30대,3665
201909,저녁,내국인,40대,3416
201909,저녁,내국인,50대,2749
201909,저녁,내국인,60대,1274
201909,저녁,내국인,70대 이상,287
201909,저녁,제주도민,19세 이하,83
201909,저녁,제주도민,20대,1974
201909,저녁,제주도민,30대,3592
201909,저녁,제주도민,40대,5872
201909,저녁,제주도민,50대,5321
201909,저녁,제주도민,60대,2214
201909,저녁,제주도민,70대 이상,538
201909,점심,내국인,19세 이하,23
201909,점심,내국인,20대,1604
201909,점심,내국인,30대,2846
201909,점심,내국인,40대,2590
201909,점심,내국인,50대,2159
201909,점심,내국인,60대,1239
201909,점심,내국인,70대 이상,363
201909,점심,제주도민,19세 이하,26
201909,점심,제주도민,20대,942
201909,점심,제주도민,30대,2168
201909,점심,제주도민,40대,3740
201909,점심,제주도민,50대,3912
201909,점심,제주도민,60대,2185
201909,점심,제주도민,70대 이상,873
201910,밤,내국인,19세 이하,13
201910,밤,내국인,20대,707
201910,밤,내국인,30대,1038
201910,밤,내국인,40대,1178
201910,밤,내국인,50대,976
201910,밤,내국인,60대,301
201910,밤,내국인,70대 이상,47
201910,밤,제주도민,19세 이하,33
201910,밤,제주도민,20대,1175
201910,밤,제주도민,30대,1447
201910,밤,제주도민,40대,2275
201910,밤,제주도민,50대,1802
201910,밤,제주도민,60대,513
201910,밤,제주도민,70대 이상,86
201910,오전,내국인,19세 이하,33
201910,오전,내국인,20대,844
201910,오전,내국인,30대,1913
201910,오전,내국인,40대,2141
201910,오전,내국인,50대,2029
201910,오전,내국인,60대,1085
201910,오전,내국인,70대 이상,310
201910,오전,제주도민,19세 이하,15
201910,오전,제주도민,20대,425
201910,오전,제주도민,30대,1143
201910,오전,제주도민,40대,2124
201910,오전,제주도민,50대,2332
201910,오전,제주도민,60대,1312
201910,오전,제주도민,70대 이상,540
201910,오후,내국인,19세 이하,83
201910,오후,내국인,20대,1913
201910,오후,내국인,30대,3906
201910,오후,내국인,40대,4076
201910,오후,내국인,50대,3850
201910,오후,내국인,60대,1907
201910,오후,내국인,70대 이상,502
201910,오후,제주도민,19세 이하,72
201910,오후,제주도민,20대,1173
201910,오후,제주도민,30대,2826
201910,오후,제주도민,40대,4979
201910,오후,제주도민,50대,4860
201910,오후,제주도민,60대,2695
201910,오후,제주도민,70대 이상,963
201910,저녁,내국인,19세 이하,61
201910,저녁,내국인,20대,2360
201910,저녁,내국인,30대,4091
201910,저녁,내국인,40대,4202
201910,저녁,내국인,50대,3749
201910,저녁,내국인,60대,1637
201910,저녁,내국인,70대 이상,342
201910,저녁,제주도민,19세 이하,94
201910,저녁,제주도민,20대,1988
201910,저녁,제주도민,30대,3676
201910,저녁,제주도민,40대,6124
201910,저녁,제주도민,50대,5468
201910,저녁,제주도민,60대,2202
201910,저녁,제주도민,70대 이상,527
201910,점심,내국인,19세 이하,52
201910,점심,내국인,20대,1568
201910,점심,내국인,30대,3017
201910,점심,내국인,40대,3077
201910,점심,내국인,50대,2792
201910,점심,내국인,60대,1529
201910,점심,내국인,70대 이상,465
201910,점심,제주도민,19세 이하,33
201910,점심,제주도민,20대,963
201910,점심,제주도민,30대,2232
201910,점심,제주도민,40대,3842
201910,점심,제주도민,50대,3751
201910,점심,제주도민,60대,2124
201910,점심,제주도민,70대 이상,900
201911,밤,내국인,19세 이하,10
201911,밤,내국인,20대,675
201911,밤,내국인,30대,894
201911,밤,내국인,40대,1131
201911,밤,내국인,50대,1002
201911,밤,내국인,60대,319
201911,밤,내국인,70대 이상,55
201911,밤,제주도민,19세 이하,31
201911,밤,제주도민,20대,1111
201911,밤,제주도민,30대,1364
201911,밤,제주도민,40대,2243
201911,밤,제주도민,50대,1723
201911,밤,제주도민,60대,477
201911,밤,제주도민,70대 이상,83
201911,오전,내국인,19세 이하,17
201911,오전,내국인,20대,810
201911,오전,내국인,30대,1483
201911,오전,내국인,40대,1881
201911,오전,내국인,50대,1978
201911,오전,내국인,60대,1140
201911,오전,내국인,70대 이상,305
201911,오전,제주도민,19세 이하,17
201911,오전,제주도민,20대,400
201911,오전,제주도민,30대,1105
201911,오전,제주도민,40대,2071
201911,오전,제주도민,50대,2250
201911,오전,제주도민,60대,1406
201911,오전,제주도민,70대 이상,603
201911,오후,내국인,19세 이하,55
201911,오후,내국인,20대,1934
201911,오후,내국인,30대,3275
201911,오후,내국인,40대,3715
201911,오후,내국인,50대,3901
201911,오후,내국인,60대,1899
201911,오후,내국인,70대 이상,521
201911,오후,제주도민,19세 이하,77
201911,오후,제주도민,20대,1154
201911,오후,제주도민,30대,2723
201911,오후,제주도민,40대,4941
201911,오후,제주도민,50대,4867
201911,오후,제주도민,60대,2770
201911,오후,제주도민,70대 이상,1128
201911,저녁,내국인,19세 이하,37
201911,저녁,내국인,20대,2285
201911,저녁,내국인,30대,3376
201911,저녁,내국인,40대,3817
201911,저녁,내국인,50대,3709
201911,저녁,내국인,60대,1574
201911,저녁,내국인,70대 이상,313
201911,저녁,제주도민,19세 이하,96
201911,저녁,제주도민,20대,1948
201911,저녁,제주도민,30대,3528
201911,저녁,제주도민,40대,5851
201911,저녁,제주도민,50대,5327
201911,저녁,제주도민,60대,2119
201911,저녁,제주도민,70대 이상,498
201911,점심,내국인,19세 이하,33
201911,점심,내국인,20대,1575
201911,점심,내국인,30대,2503
201911,점심,내국인,40대,2896
201911,점심,내국인,50대,2919
201911,점심,내국인,60대,1553
201911,점심,내국인,70대 이상,464
201911,점심,제주도민,19세 이하,41
201911,점심,제주도민,20대,919
201911,점심,제주도민,30대,2126
201911,점심,제주도민,40대,3685
201911,점심,제주도민,50대,3709
201911,점심,제주도민,60대,2179
201911,점심,제주도민,70대 이상,965
201912,밤,내국인,19세 이하,15
201912,밤,내국인,20대,821
201912,밤,내국인,30대,970
201912,밤,내국인,40대,1135
201912,밤,내국인,50대,907
