base_year_month,time_type,user_type,age_range,use_amount_by_million
201912,밤,내국인,60대,295
201912,밤,내국인,70대 이상,47
201912,밤,제주도민,19세 이하,40
201912,밤,제주도민,20대,1162
201912,밤,제주도민,30대,1464
201912,밤,제주도민,40대,2368
201912,밤,제주도민,50대,1840
201912,밤,제주도민,60대,545
201912,밤,제주도민,70대 이상,83
201912,오전,내국인,19세 이하,20
201912,오전,내국인,20대,852
201912,오전,내국인,30대,1424
201912,오전,내국인,40대,1873
201912,오전,내국인,50대,1720
201912,오전,내국인,60대,813
201912,오전,내국인,70대 이상,202
201912,오전,제주도민,19세 이하,16
201912,오전,제주도민,20대,391
201912,오전,제주도민,30대,1050
201912,오전,제주도민,40대,2065
201912,오전,제주도민,50대,2214
201912,오전,제주도민,60대,1326
201912,오전,제주도민,70대 이상,620
201912,오후,내국인,19세 이하,64
201912,오후,내국인,20대,2434
201912,오후,내국인,30대,3468
201912,오후,내국인,40대,3927
201912,오후,내국인,50대,3702
201912,오후,내국인,60대,1674
201912,오후,내국인,70대 이상,397
201912,오후,제주도민,19세 이하,78
201912,오후,제주도민,20대,1204
201912,오후,제주도민,30대,2893
201912,오후,제주도민,40대,5125
201912,오후,제주도민,50대,5103
201912,오후,제주도민,60대,2937
201912,오후,제주도민,70대 이상,1136
201912,저녁,내국인,19세 이하,68
201912,저녁,내국인,20대,2732
201912,저녁,내국인,30대,3377
201912,저녁,내국인,40대,3709
201912,저녁,내국인,50대,3398
201912,저녁,내국인,60대,1241
201912,저녁,내국인,70대 이상,240
201912,저녁,제주도민,19세 이하,98
201912,저녁,제주도민,20대,1979
201912,저녁,제주도민,30대,3631
201912,저녁,제주도민,40대,6201
201912,저녁,제주도민,50대,5697
201912,저녁,제주도민,60대,2258
201912,저녁,제주도민,70대 이상,539
201912,점심,내국인,19세 이하,38
201912,점심,내국인,20대,1888
201912,점심,내국인,30대,2585
201912,점심,내국인,40대,2832
201912,점심,내국인,50대,2560
201912,점심,내국인,60대,1247
201912,점심,내국인,70대 이상,349
201912,점심,제주도민,19세 이하,43
201912,점심,제주도민,20대,903
201912,점심,제주도민,30대,2166
201912,점심,제주도민,40대,3745
201912,점심,제주도민,50대,3937
201912,점심,제주도민,60대,2235
201912,점심,제주도민,70대 이상,1032
202001,밤,내국인,19세 이하,7
202001,밤,내국인,20대,662
202001,밤,내국인,30대,748
202001,밤,내국인,40대,830
202001,밤,내국인,50대,737
202001,밤,내국인,60대,230
202001,밤,내국인,70대 이상,33
202001,밤,제주도민,19세 이하,19
202001,밤,제주도민,20대,1226
202001,밤,제주도민,30대,1473
202001,밤,제주도민,40대,2434
202001,밤,제주도민,50대,2103
202001,밤,제주도민,60대,645
202001,밤,제주도민,70대 이상,111
202001,오전,내국인,19세 이하,8
202001,오전,내국인,20대,745
202001,오전,내국인,30대,1218
202001,오전,내국인,40대,1773
202001,오전,내국인,50대,1605
202001,오전,내국인,60대,717
202001,오전,내국인,70대 이상,187
202001,오전,제주도민,19세 이하,9
202001,오전,제주도민,20대,381
202001,오전,제주도민,30대,1031
202001,오전,제주도민,40대,2106
202001,오전,제주도민,50대,2478
202001,오전,제주도민,60대,1579
202001,오전,제주도민,70대 이상,650
202001,오후,내국인,19세 이하,31
202001,오후,내국인,20대,2123
202001,오후,내국인,30대,2893
202001,오후,내국인,40대,3764
202001,오후,내국인,50대,3362
202001,오후,내국인,60대,1498
202001,오후,내국인,70대 이상,362
202001,오후,제주도민,19세 이하,47
202001,오후,제주도민,20대,1171
202001,오후,제주도민,30대,2897
202001,오후,제주도민,40대,5281
202001,오후,제주도민,50대,5708
202001,오후,제주도민,60대,3481
202001,오후,제주도민,70대 이상,1314
202001,저녁,내국인,19세 이하,30
202001,저녁,내국인,20대,2316
202001,저녁,내국인,30대,2719
202001,저녁,내국인,40대,3389
202001,저녁,내국인,50대,3089
202001,저녁,내국인,60대,1176
202001,저녁,내국인,70대 이상,234
202001,저녁,제주도민,19세 이하,55
202001,저녁,제주도민,20대,1810
202001,저녁,제주도민,30대,3522
202001,저녁,제주도민,40대,5912
202001,저녁,제주도민,50대,6052
202001,저녁,제주도민,60대,2617
202001,저녁,제주도민,70대 이상,626
202001,점심,내국인,19세 이하,22
202001,점심,내국인,20대,1569
202001,점심,내국인,30대,2167
202001,점심,내국인,40대,2757
202001,점심,내국인,50대,2457
202001,점심,내국인,60대,1136
202001,점심,내국인,70대 이상,313
202001,점심,제주도민,19세 이하,30
202001,점심,제주도민,20대,812
202001,점심,제주도민,30대,2132
202001,점심,제주도민,40대,4047
202001,점심,제주도민,50대,4409
202001,점심,제주도민,60대,2656
202001,점심,제주도민,70대 이상,1171
202002,밤,내국인,19세 이하,4
202002,밤,내국인,20대,395
202002,밤,내국인,30대,447
202002,밤,내국인,40대,522
202002,밤,내국인,50대,452
202002,밤,내국인,60대,147
202002,밤,내국인,70대 이상,26
202002,밤,제주도민,19세 이하,19
202002,밤,제주도민,20대,1028
202002,밤,제주도민,30대,1262
202002,밤,제주도민,40대,2018
202002,밤,제주도민,50대,1753
202002,밤,제주도민,60대,533
202002,밤,제주도민,70대 이상,80
202002,오전,내국인,19세 이하,4
202002,오전,내국인,20대,395
202002,오전,내국인,30대,565
202002,오전,내국인,40대,826
202002,오전,내국인,50대,799
202002,오전,내국인,60대,339
202002,오전,내국인,70대 이상,75
202002,오전,제주도민,19세 이하,7
202002,오전,제주도민,20대,329
202002,오전,제주도민,30대,919
202002,오전,제주도민,40대,1844
202002,오전,제주도민,50대,2150
202002,오전,제주도민,60대,1250
202002,오전,제주도민,70대 이상,502
202002,오후,내국인,19세 이하,20
202002,오후,내국인,20대,1272
202002,오후,내국인,30대,1545
202002,오후,내국인,40대,2053
202002,오후,내국인,50대,1893
202002,오후,내국인,60대,802
202002,오후,내국인,70대 이상,180
202002,오후,제주도민,19세 이하,51
202002,오후,제주도민,20대,1093
202002,오후,제주도민,30대,2623
202002,오후,제주도민,40대,4786
202002,오후,제주도민,50대,5036
202002,오후,제주도민,60대,2835
202002,오후,제주도민,70대 이상,1024
202002,저녁,내국인,19세 이하,19
202002,저녁,내국인,20대,1421
202002,저녁,내국인,30대,1527
202002,저녁,내국인,40대,1930
202002,저녁,내국인,50대,1814
202002,저녁,내국인,60대,604
202002,저녁,내국인,70대 이상,120
202002,저녁,제주도민,19세 이하,56
202002,저녁,제주도민,20대,1703
202002,저녁,제주도민,30대,3118
202002,저녁,제주도민,40대,5193
202002,저녁,제주도민,50대,5106
202002,저녁,제주도민,60대,2109
202002,저녁,제주도민,70대 이상,492
202002,점심,내국인,19세 이하,12
202002,점심,내국인,20대,974
202002,점심,내국인,30대,1132
202002,점심,내국인,40대,1410
202002,점심,내국인,50대,1326
202002,점심,내국인,60대,565
202002,점심,내국인,70대 이상,142
202002,점심,제주도민,19세 이하,30
202002,점심,제주도민,20대,782
202002,점심,제주도민,30대,1959
202002,점심,제주도민,40대,3634
202002,점심,제주도민,50대,3870
202002,점심,제주도민,60대,2196
202002,점심,제주도민,70대 이상,913
202003,밤,내국인,19세 이하,2
202003,밤,내국인,20대,338
202003,밤,내국인,30대,408
202003,밤,내국인,40대,451
202003,밤,내국인,50대,407
202003,밤,내국인,60대,137
202003,밤,내국인,70대 이상,21
202003,밤,제주도민,19세 이하,18
202003,밤,제주도민,20대,1041
202003,밤,제주도민,30대,1234
202003,밤,제주도민,40대,1974
202003,밤,제주도민,50대,1764
202003,밤,제주도민,60대,505
202003,밤,제주도민,70대 이상,79
202003,오전,내국인,19세 이하,3
202003,오전,내국인,20대,301
202003,오전,내국인,30대,481
202003,오전,내국인,40대,592
202003,오전,내국인,50대,589
202003,오전,내국인,60대,293
202003,오전,내국인,70대 이상,66
202003,오전,제주도민,19세 이하,6
202003,오전,제주도민,20대,322
202003,오전,제주도민,30대,953
202003,오전,제주도민,40대,1906
202003,오전,제주도민,50대,2257
202003,오전,제주도민,60대,1405
202003,오전,제주도민,70대 이상,620
202003,오후,내국인,19세 이하,9
202003,오후,내국인,20대,1125
202003,오후,내국인,30대,1624
202003,오후,내국인,40대,1773
202003,오후,내국인,50대,1570
202003,오후,내국인,60대,763
202003,오후,내국인,70대 이상,207
202003,오후,제주도민,19세 이하,54
202003,오후,제주도민,20대,1201
202003,오후,제주도민,30대,2807
202003,오후,제주도민,40대,5195
202003,오후,제주도민,50대,5526
202003,오후,제주도민,60대,3080
202003,오후,제주도민,70대 이상,1152
202003,저녁,내국인,19세 이하,10
202003,저녁,내국인,20대,1243
202003,저녁,내국인,30대,1615
202003,저녁,내국인,40대,1644
202003,저녁,내국인,50대,1531
202003,저녁,내국인,60대,595
202003,저녁,내국인,70대 이상,132
202003,저녁,제주도민,19세 이하,55
202003,저녁,제주도민,20대,1781
202003,저녁,제주도민,30대,3270
202003,저녁,제주도민,40대,5432
202003,저녁,제주도민,50대,5356
202003,저녁,제주도민,60대,2179
202003,저녁,제주도민,70대 이상,509
202003,점심,내국인,19세 이하,6
202003,점심,내국인,20대,841
202003,점심,내국인,30대,1144
202003,점심,내국인,40대,1236
202003,점심,내국인,50대,1117
202003,점심,내국인,60대,549
202003,점심,내국인,70대 이상,156
202003,점심,제주도민,19세 이하,26
202003,점심,제주도민,20대,846
202003,점심,제주도민,30대,2097
202003,점심,제주도민,40대,3881
202003,점심,제주도민,50대,4214
202003,점심,제주도민,60대,2438
202003,점심,제주도민,70대 이상,981
202004,밤,내국인,19세 이하,3
202004,밤,내국인,20대,345
202004,밤,내국인,30대,494
202004,밤,내국인,40대,474
202004,밤,내국인,50대,441
202004,밤,내국인,60대,129
202004,밤,내국인,70대 이상,21
202004,밤,제주도민,19세 이하,19
202004,밤,제주도민,20대,1018
202004,밤,제주도민,30대,1291
202004,밤,제주도민,40대,2110
202004,밤,제주도민,50대,1814
202004,밤,제주도민,60대,558
202004,밤,제주도민,70대 이상,83
202004,오전,내국인,19세 이하,2
202004,오전,내국인,20대,302
202004,오전,내국인,30대,586
202004,오전,내국인,40대,676
202004,오전,내국인,50대,661
202004,오전,내국인,60대,333
202004,오전,내국인,70대 이상,90
202004,오전,제주도민,19세 이하,7
202004,오전,제주도민,20대,338
202004,오전,제주도민,30대,1071
202004,오전,제주도민,40대,1932
202004,오전,제주도민,50대,2180
202004,오전,제주도민,60대,1359
202004,오전,제주도민,70대 이상,597
202004,오후,내국인,19세 이하,8
202004,오후,내국인,20대,1098
202004,오후,내국인,30대,1951
202004,오후,내국인,40대,1746
202004,오후,내국인,50대,1671
202004,오후,내국인,60대,867
202004,오후,내국인,70대 이상,246
202004,오후,제주도민,19세 이하,49
202004,오후,제주도민,20대,1182
202004,오후,제주도민,30대,3340
202004,오후,제주도민,40대,5313
202004,오후,제주도민,50대,5071
202004,오후,제주도민,60대,2928
202004,오후,제주도민,70대 이상,1100
202004,저녁,내국인,19세 이하,8
202004,저녁,내국인,20대,1220
202004,저녁,내국인,30대,2018
202004,저녁,내국인,40대,1749
202004,저녁,내국인,50대,1643
202004,저녁,내국인,60대,718
202004,저녁,내국인,70대 이상,163
202004,저녁,제주도민,19세 이하,55
202004,저녁,제주도민,20대,1787
202004,저녁,제주도민,30대,3709
202004,저녁,제주도민,40대,5752
202004,저녁,제주도민,50대,5499
202004,저녁,제주도민,60대,2381
202004,저녁,제주도민,70대 이상,553
202004,점심,내국인,19세 이하,5
202004,점심,내국인,20대,827
202004,점심,내국인,30대,1475
202004,점심,내국인,40대,1263
202004,점심,내국인,50대,1184
202004,점심,내국인,60대,685
202004,점심,내국인,70대 이상,183
202004,점심,제주도민,19세 이하,27
202004,점심,제주도민,20대,860
202004,점심,제주도민,30대,2418
202004,점심,제주도민,40대,3941
202004,점심,제주도민,50대,4017
202004,점심,제주도민,60대,2377
202004,점심,제주도민,70대 이상,1016
202005,밤,내국인,19세 이하,3
202005,밤,내국인,20대,513
202005,밤,내국인,30대,683
202005,밤,내국인,40대,616
202005,밤,내국인,50대,540
202005,밤,내국인,60대,178
202005,밤,내국인,70대 이상,32
202005,밤,제주도민,19세 이하,18
202005,밤,제주도민,20대,1161
202005,밤,제주도민,30대,1448
202005,밤,제주도민,40대,2310
202005,밤,제주도민,50대,2130
202005,밤,제주도민,60대,670
202005,밤,제주도민,70대 이상,108
202005,오전,내국인,19세 이하,3
202005,오전,내국인,20대,504
202005,오전,내국인,30대,1042
202005,오전,내국인,40대,1099
202005,오전,내국인,50대,1079
202005,오전,내국인,60대,598
202005,오전,내국인,70대 이상,168
202005,오전,제주도민,19세 이하,8
202005,오전,제주도민,20대,361
202005,오전,제주도민,30대,1108
202005,오전,제주도민,40대,2076
202005,오전,제주도민,50대,2539
202005,오전,제주도민,60대,1596
202005,오전,제주도민,70대 이상,704
202005,오후,내국인,19세 이하,10
202005,오후,내국인,20대,1610
202005,오후,내국인,30대,3073
202005,오후,내국인,40대,2756
202005,오후,내국인,50대,2551
202005,오후,내국인,60대,1385
202005,오후,내국인,70대 이상,348
202005,오후,제주도민,19세 이하,54
202005,오후,제주도민,20대,1266
202005,오후,제주도민,30대,3342
202005,오후,제주도민,40대,5939
202005,오후,제주도민,50대,5835
202005,오후,제주도민,60대,3486
202005,오후,제주도민,70대 이상,1385
202005,저녁,내국인,19세 이하,14
202005,저녁,내국인,20대,1761
202005,저녁,내국인,30대,2953
202005,저녁,내국인,40대,2620
202005,저녁,내국인,50대,2371
202005,저녁,내국인,60대,1127
202005,저녁,내국인,70대 이상,224
202005,저녁,제주도민,19세 이하,63
202005,저녁,제주도민,20대,1934
202005,저녁,제주도민,30대,4050
202005,저녁,제주도민,40대,6812
202005,저녁,제주도민,50대,6886
202005,저녁,제주도민,60대,3069
202005,저녁,제주도민,70대 이상,799
202005,점심,내국인,19세 이하,8
202005,점심,내국인,20대,1252
202005,점심,내국인,30대,2410
202005,점심,내국인,40대,2015
202005,점심,내국인,50대,1901
202005,점심,내국인,60대,1031
202005,점심,내국인,70대 이상,273
202005,점심,제주도민,19세 이하,25
202005,점심,제주도민,20대,911
202005,점심,제주도민,30대,2505
202005,점심,제주도민,40대,4361
202005,점심,제주도민,50대,4658
202005,점심,제주도민,60대,2815
202005,점심,제주도민,70대 이상,1243
202006,밤,내국인,19세 이하,4
202006,밤,내국인,20대,604
202006,밤,내국인,30대,800
202006,밤,내국인,40대,704
202006,밤,내국인,50대,597
202006,밤,내국인,60대,206
202006,밤,내국인,70대 이상,33
202006,밤,제주도민,19세 이하,22
202006,밤,제주도민,20대,1119
202006,밤,제주도민,30대,1389
202006,밤,제주도민,40대,2260
202006,밤,제주도민,50대,2066
202006,밤,제주도민,60대,658
202006,밤,제주도민,70대 이상,108
202006,오전,내국인,19세 이하,4
202006,오전,내국인,20대,574
202006,오전,내국인,30대,1199
202006,오전,내국인,40대,1182
202006,오전,내국인,50대,1139
202006,오전,내국인,60대,654
202006,오전,내국인,70대 이상,159
202006,오전,제주도민,19세 이하,11
202006,오전,제주도민,20대,357
202006,오전,제주도민,30대,1042
202006,오전,제주도민,40대,1988
202006,오전,제주도민,50대,2294
202006,오전,제주도민,60대,1477
202006,오전,제주도민,70대 이상,631
202006,오후,내국인,19세 이하,12
202006,오후,내국인,20대,1862
202006,오후,내국인,30대,3508
202006,오후,내국인,40대,2623
202006,오후,내국인,50대,2643
202006,오후,내국인,60대,1408
202006,오후,내국인,70대 이상,378
202006,오후,제주도민,19세 이하,57
202006,오후,제주도민,20대,1095
202006,오후,제주도민,30대,2646
202006,오후,제주도민,40대,4788
202006,오후,제주도민,50대,4988
202006,오후,제주도민,60대,2938
202006,오후,제주도민,70대 이상,1125
202006,저녁,내국인,19세 이하,11
202006,저녁,내국인,20대,2047
202006,저녁,내국인,30대,3333
202006,저녁,내국인,40대,2564
202006,저녁,내국인,50대,2407
202006,저녁,내국인,60대,1155
202006,저녁,내국인,70대 이상,251
202006,저녁,제주도민,19세 이하,68
202006,저녁,제주도민,20대,1796
202006,저녁,제주도민,30대,3403
202006,저녁,제주도민,40대,5717
202006,저녁,제주도민,50대,6061
202006,저녁,제주도민,60대,2711
202006,저녁,제주도민,70대 이상,780
202006,점심,내국인,19세 이하,8
202006,점심,내국인,20대,1446
202006,점심,내국인,30대,2747
202006,점심,내국인,40대,1969
202006,점심,내국인,50대,1912
202006,점심,내국인,60대,1115
202006,점심,내국인,70대 이상,313
202006,점심,제주도민,19세 이하,18
202006,점심,제주도민,20대,859
202006,점심,제주도민,30대,2121
202006,점심,제주도민,40대,3758
202006,점심,제주도민,50대,4058
202006,점심,제주도민,60대,2518
202006,점심,제주도민,70대 이상,1072
202007,밤,내국인,19세 이하,5
202007,밤,내국인,20대,930
202007,밤,내국인,30대,929
202007,밤,내국인,40대,778
202007,밤,내국인,50대,644
202007,밤,내국인,60대,203
202007,밤,내국인,70대 이상,34
202007,밤,제주도민,19세 이하,22
202007,밤,제주도민,20대,1172
202007,밤,제주도민,30대,1457
202007,밤,제주도민,40대,2332
202007,밤,제주도민,50대,2085
202007,밤,제주도민,60대,675
202007,밤,제주도민,70대 이상,99
202007,오전,내국인,19세 이하,4
202007,오전,내국인,20대,892
202007,오전,내국인,30대,1410
202007,오전,내국인,40대,1366
202007,오전,내국인,50대,1259
202007,오전,내국인,60대,606
202007,오전,내국인,70대 이상,142
202007,오전,제주도민,19세 이하,12
202007,오전,제주도민,20대,387
202007,오전,제주도민,30대,1053
202007,오전,제주도민,40대,1999
202007,오전,제주도민,50대,2351
202007,오전,제주도민,60대,1420
202007,오전,제주도민,70대 이상,537
202007,오후,내국인,19세 이하,11
202007,오후,내국인,20대,2719
202007,오후,내국인,30대,4032
202007,오후,내국인,40대,3072
202007,오후,내국인,50대,2798
202007,오후,내국인,60대,1323
202007,오후,내국인,70대 이상,338
202007,오후,제주도민,19세 이하,59
202007,오후,제주도민,20대,1118
202007,오후,제주도민,30대,2686
202007,오후,제주도민,40대,4801
202007,오후,제주도민,50대,4963
202007,오후,제주도민,60대,2990
202007,오후,제주도민,70대 이상,1047
202007,저녁,내국인,19세 이하,11
202007,저녁,내국인,20대,3072
202007,저녁,내국인,30대,3821
202007,저녁,내국인,40대,3023
202007,저녁,내국인,50대,2629
202007,저녁,내국인,60대,1109
202007,저녁,내국인,70대 이상,227
202007,저녁,제주도민,19세 이하,67
202007,저녁,제주도민,20대,1858
202007,저녁,제주도민,30대,3465
202007,저녁,제주도민,40대,5777
202007,저녁,제주도민,50대,5986
202007,저녁,제주도민,60대,2713
202007,저녁,제주도민,70대 이상,679
202007,점심,내국인,19세 이하,8
202007,점심,내국인,20대,2207
202007,점심,내국인,30대,3159
202007,점심,내국인,40대,2331
202007,점심,내국인,50대,2060
202007,점심,내국인,60대,1045
202007,점심,내국인,70대 이상,271
202007,점심,제주도민,19세 이하,20
202007,점심,제주도민,20대,876
202007,점심,제주도민,30대,2146
202007,점심,제주도민,40대,3774
202007,점심,제주도민,50대,4124
202007,점심,제주도민,60대,2410
202007,점심,제주도민,70대 이상,1004
202008,밤,내국인,19세 이하,9
202008,밤,내국인,20대,992
202008,밤,내국인,30대,1094
202008,밤,내국인,40대,961
202008,밤,내국인,50대,724
202008,밤,내국인,60대,223
202008,밤,내국인,70대 이상,46
202008,밤,제주도민,19세 이하,25
202008,밤,제주도민,20대,1165
202008,밤,제주도민,30대,1464
202008,밤,제주도민,40대,2259
202008,밤,제주도민,50대,2058
202008,밤,제주도민,60대,662
202008,밤,제주도민,70대 이상,107
202008,오전,내국인,19세 이하,7
202008,오전,내국인,20대,962
202008,오전,내국인,30대,1684
202008,오전,내국인,40대,2181
202008,오전,내국인,50대,1664
202008,오전,내국인,60대,705
202008,오전,내국인,70대 이상,184
202008,오전,제주도민,19세 이하,12
202008,오전,제주도민,20대,423
202008,오전,제주도민,30대,1184
202008,오전,제주도민,40대,2216
202008,오전,제주도민,50대,2520
202008,오전,제주도민,60대,1544
202008,오전,제주도민,70대 이상,590
202008,오후,내국인,19세 이하,24
202008,오후,내국인,20대,2759
202008,오후,내국인,30대,4462
202008,오후,내국인,40대,4715
202008,오후,내국인,50대,3393
202008,오후,내국인,60대,1589
202008,오후,내국인,70대 이상,405
202008,오후,제주도민,19세 이하,72
202008,오후,제주도민,20대,1213
202008,오후,제주도민,30대,2904
202008,오후,제주도민,40대,5273
202008,오후,제주도민,50대,5222
202008,오후,제주도민,60대,2953
202008,오후,제주도민,70대 이상,1025
202008,저녁,내국인,19세 이하,25
202008,저녁,내국인,20대,3124
202008,저녁,내국인,30대,4403
202008,저녁,내국인,40대,4652
202008,저녁,내국인,50대,3315
202008,저녁,내국인,60대,1363
202008,저녁,내국인,70대 이상,326
202008,저녁,제주도민,19세 이하,75
202008,저녁,제주도민,20대,1897
202008,저녁,제주도민,30대,3638
202008,저녁,제주도민,40대,6250
202008,저녁,제주도민,50대,6278
202008,저녁,제주도민,60대,2824
202008,저녁,제주도민,70대 이상,728
202008,점심,내국인,19세 이하,18
202008,점심,내국인,20대,2257
202008,점심,내국인,30대,3497
202008,점심,내국인,40대,3626
202008,점심,내국인,50대,2649
202008,점심,내국인,60대,1266
202008,점심,내국인,70대 이상,351
202008,점심,제주도민,19세 이하,36
202008,점심,제주도민,20대,931
202008,점심,제주도민,30대,2294
202008,점심,제주도민,40대,4126
202008,점심,제주도민,50대,4366
202008,점심,제주도민,60대,2415
202008,점심,제주도민,70대 이상,960
202009,밤,내국인,19세 이하,5
202009,밤,내국인,20대,542
202009,밤,내국인,30대,672
202009,밤,내국인,40대,559
202009,밤,내국인,50대,437
202009,밤,내국인,60대,139
202009,밤,내국인,70대 이상,29
202009,밤,제주도민,19세 이하,23
202009,밤,제주도민,20대,965
202009,밤,제주도민,30대,1209
202009,밤,제주도민,40대,1912
202009,밤,제주도민,50대,1746
202009,밤,제주도민,60대,567
202009,밤,제주도민,70대 이상,84
202009,오전,내국인,19세 이하,3
202009,오전,내국인,20대,558
202009,오전,내국인,30대,1154
202009,오전,내국인,40대,979
202009,오전,내국인,50대,850
202009,오전,내국인,60대,459
202009,오전,내국인,70대 이상,100
202009,오전,제주도민,19세 이하,11
202009,오전,제주도민,20대,377
202009,오전,제주도민,30대,1066
202009,오전,제주도민,40대,2130
202009,오전,제주도민,50대,2434
202009,오전,제주도민,60대,1618
202009,오전,제주도민,70대 이상,682
202009,오후,내국인,19세 이하,14
202009,오후,내국인,20대,1829
202009,오후,내국인,30대,3396
202009,오후,내국인,40대,2391
202009,오후,내국인,50대,1914
202009,오후,내국인,60대,1075
202009,오후,내국인,70대 이상,272
202009,오후,제주도민,19세 이하,60
202009,오후,제주도민,20대,1100
202009,오후,제주도민,30대,2674
202009,오후,제주도민,40대,5069
202009,오후,제주도민,50대,5404
202009,오후,제주도민,60대,3323
202009,오후,제주도민,70대 이상,1225
202009,저녁,내국인,19세 이하,14
202009,저녁,내국인,20대,2053
202009,저녁,내국인,30대,3208
202009,저녁,내국인,40대,2294
202009,저녁,내국인,50대,1768
202009,저녁,내국인,60대,788
202009,저녁,내국인,70대 이상,172
202009,저녁,제주도민,19세 이하,72
202009,저녁,제주도민,20대,1707
202009,저녁,제주도민,30대,3142
202009,저녁,제주도민,40대,5458
202009,저녁,제주도민,50대,5538
202009,저녁,제주도민,60대,2396
202009,저녁,제주도민,70대 이상,558
202009,점심,내국인,19세 이하,7
202009,점심,내국인,20대,1411
202009,점심,내국인,30대,2633
202009,점심,내국인,40대,1819
202009,점심,내국인,50대,1370
202009,점심,내국인,60대,801
202009,점심,내국인,70대 이상,228
202009,점심,제주도민,19세 이하,29
202009,점심,제주도민,20대,842
202009,점심,제주도민,30대,2066
202009,점심,제주도민,40대,3862
202009,점심,제주도민,50대,4134
202009,점심,제주도민,60대,2669
202009,점심,제주도민,70대 이상,1118
202010,밤,내국인,19세 이하,5
202010,밤,내국인,20대,634
202010,밤,내국인,30대,820
202010,밤,내국인,40대,677
202010,밤,내국인,50대,599
202010,밤,내국인,60대,208
202010,밤,내국인,70대 이상,34
202010,밤,제주도민,19세 이하,26
202010,밤,제주도민,20대,1037
202010,밤,제주도민,30대,1320
202010,밤,제주도민,40대,2046
202010,밤,제주도민,50대,1750
202010,밤,제주도민,60대,551
202010,밤,제주도민,70대 이상,78
202010,오전,내국인,19세 이하,4
202010,오전,내국인,20대,733
202010,오전,내국인,30대,1644
202010,오전,내국인,40대,1489
202010,오전,내국인,50대,1466
202010,오전,내국인,60대,871
202010,오전,내국인,70대 이상,222
202010,오전,제주도민,19세 이하,15
202010,오전,제주도민,20대,410
202010,오전,제주도민,30대,1085
202010,오전,제주도민,40대,2034
202010,오전,제주도민,50대,2306
202010,오전,제주도민,60대,1410
202010,오전,제주도민,70대 이상,550
202010,오후,내국인,19세 이하,16
202010,오후,내국인,20대,2203
202010,오후,내국인,30대,4329
202010,오후,내국인,40대,3398
202010,오후,내국인,50대,3367
202010,오후,내국인,60대,2013
202010,오후,내국인,70대 이상,402
202010,오후,제주도민,19세 이하,77
202010,오후,제주도민,20대,1200
202010,오후,제주도민,30대,2817
202010,오후,제주도민,40대,5024
202010,오후,제주도민,50대,5066
202010,오후,제주도민,60대,2916
202010,오후,제주도민,70대 이상,1060
202010,저녁,내국인,19세 이하,19
202010,저녁,내국인,20대,2511
202010,저녁,내국인,30대,4209
202010,저녁,내국인,40대,3295
202010,저녁,내국인,50대,3094
202010,저녁,내국인,60대,1539
202010,저녁,내국인,70대 이상,293
202010,저녁,제주도민,19세 이하,86
202010,저녁,제주도민,20대,1813
202010,저녁,제주도민,30대,3320
202010,저녁,제주도민,40대,5563
202010,저녁,제주도민,50대,5433
202010,저녁,제주도민,60대,2384
202010,저녁,제주도민,70대 이상,507
202010,점심,내국인,19세 이하,10
202010,점심,내국인,20대,1734
202010,점심,내국인,30대,3386
202010,점심,내국인,40대,2524
202010,점심,내국인,50대,2395
202010,점심,내국인,60대,1460
202010,점심,내국인,70대 이상,370
202010,점심,제주도민,19세 이하,36
202010,점심,제주도민,20대,885
202010,점심,제주도민,30대,2134
202010,점심,제주도민,40대,3769
202010,점심,제주도민,50대,4017
202010,점심,제주도민,60대,2413
202010,점심,제주도민,70대 이상,980
202011,밤,내국인,19세 이하,7
202011,밤,내국인,20대,635
202011,밤,내국인,30대,757
202011,밤,내국인,40대,717
202011,밤,내국인,50대,654
202011,밤,내국인,60대,236
202011,밤,내국인,70대 이상,38
202011,밤,제주도민,19세 이하,24
202011,밤,제주도민,20대,958
202011,밤,제주도민,30대,1209
202011,밤,제주도민,40대,1911
202011,밤,제주도민,50대,1684
202011,밤,제주도민,60대,558
202011,밤,제주도민,70대 이상,90
202011,오전,내국인,19세 이하,6
202011,오전,내국인,20대,782
202011,오전,내국인,30대,1594
202011,오전,내국인,40대,1516
202011,오전,내국인,50대,1668
202011,오전,내국인,60대,1054
202011,오전,내국인,70대 이상,231
202011,오전,제주도민,19세 이하,15
202011,오전,제주도민,20대,364
202011,오전,제주도민,30대,984
202011,오전,제주도민,40대,1885
202011,오전,제주도민,50대,2255
202011,오전,제주도민,60대,1295
202011,오전,제주도민,70대 이상,514
202011,오후,내국인,19세 이하,20
202011,오후,내국인,20대,2200
202011,오후,내국인,30대,4303
202011,오후,내국인,40대,3317
202011,오후,내국인,50대,3654
202011,오후,내국인,60대,2129
202011,오후,내국인,70대 이상,454
202011,오후,제주도민,19세 이하,67
202011,오후,제주도민,20대,1044
202011,오후,제주도민,30대,2547
202011,오후,제주도민,40대,4704
202011,오후,제주도민,50대,4984
202011,오후,제주도민,60대,2967
202011,오후,제주도민,70대 이상,1079
202011,저녁,내국인,19세 이하,19
202011,저녁,내국인,20대,2528
202011,저녁,내국인,30대,4069
202011,저녁,내국인,40대,3137
202011,저녁,내국인,50대,3227
202011,저녁,내국인,60대,1606
202011,저녁,내국인,70대 이상,280
202011,저녁,제주도민,19세 이하,79
202011,저녁,제주도민,20대,1680
